"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"New Jersey","2021-05-13","1009521","25905","0.0035618544","3583.0","0.006410241","165.0"
"New Mexico","2021-05-13","200432","4114","0.006922722","1378.0","0.0056221485","23.0"
"New York","2021-05-13","2077961","52332","0.0073951483","15254.0","0.005649686","294.0"
"North Carolina","2021-05-13","988497","12876","0.009354353","9161.0","0.009011865","115.0"
"North Dakota","2021-05-13","108907","1533","0.006078601","658.0","0.0019607544","3.0"
"Northern Mariana Islands","2021-05-13","170","2","0.0119047165","2.0","0.0","0.0"
"Ohio","2021-05-13","1088343","19441","0.007612109","8222.0","0.0050144196","97.0"
"Oklahoma","2021-05-13","450696","6878","0.002852559","1282.0","0.00673306","46.0"
"Oregon","2021-05-13","193732","2578","0.024159193","4570.0","0.018569708","47.0"
"Pennsylvania","2021-05-13","1186310","26751","0.012328267","14447.0","0.009585977","254.0"
"Puerto Rico","2021-05-13","169486","2412","0.012092352","2025.0","0.027257204","64.0"
"Rhode Island","2021-05-13","150231","2698","0.0056699514","847.0","0.0048416853","13.0"
"South Carolina","2021-05-13","585957","9619","0.005924344","3451.0","0.0063821077","61.0"
"South Dakota","2021-05-13","123599","1989","0.0035889149","442.0","0.0060697794","12.0"
"Tennessee","2021-05-13","841695","12206","0.005387068","4510.0","0.0047744513","58.0"
"Texas","2021-05-13","2920004","51003","0.005441427","15803.0","0.006174803","313.0"
"Utah","2021-05-13","401736","2255","0.005750537","2297.0","0.01622355","36.0"
"Vermont","2021-05-13","23724","252","0.018372297","428.0","0.0120482445","3.0"
"Virgin Islands","2021-05-13","3261","27","0.034581184","109.0","0.0","0.0"
"Virginia","2021-05-13","668726","10961","0.0065202713","4332.0","0.009207249","100.0"
"Washington","2021-05-13","421279","5669","0.020036101","8275.0","0.012683153","71.0"
"West Virginia","2021-05-13","157626","2751","0.014709592","2285.0","0.014006615","38.0"
"Wisconsin","2021-05-13","668421","7706","0.005638838","3748.0","0.012083054","92.0"
"Wyoming","2021-05-13","58996","712","0.008013368","469.0","0.0028169155","2.0"
"Alabama","2021-05-14","537813","11024","0.014119625","7488.0","0.0052890778","58.0"
"Alaska","2021-05-14","68897","336","0.008386493","573.0","0.0120482445","4.0"
"Arizona","2021-05-14","872022","17447","0.0052787066","4579.0","0.0032200813","56.0"
"Arkansas","2021-05-14","338485","5790","0.0039000511","1315.0","0.0053828955","31.0"
"California","2021-05-14","3766941","62626","0.0029263496","10991.0","0.0066708326","415.0"
"Colorado","2021-05-14","532922","6567","0.017496586","9164.0","0.0120203495","78.0"
"Connecticut","2021-05-14","344977","8173","0.0065914392","2259.0","0.0044242144","36.0"
"Delaware","2021-05-14","106715","1651","0.008886814","940.0","0.01350522","22.0"
"District of Columbia","2021-05-14","48424","1116","0.005982995","288.0","0.005405426","6.0"
"Florida","2021-05-14","2286195","35999","0.01043272","23605.0","0.010243058","365.0"
"Georgia","2021-05-14","1089737","19837","0.0054519176","5909.0","0.0069031715","136.0"
"Guam","2021-05-14","9048","140","0.0062277317","56.0","0.0","0.0"
"Hawaii","2021-05-14","33966","487","0.015365243","514.0","0.008281589","4.0"
"Idaho","2021-05-14","189982","2071","0.005956888","1125.0","0.0038778782","8.0"
"Illinois","2021-05-14","1367431","24725","0.008872628","12026.0","0.008195996","201.0"
"Indiana","2021-05-14","736920","13466","0.00797987","5834.0","0.0051504374","69.0"
"Iowa","2021-05-14","369055","5999","0.004799962","1763.0","0.002674222","16.0"
"Kansas","2021-05-14","313776","5079","0.003643155","1139.0","0.004151821","21.0"
"Kentucky","2021-05-14","454523","6744","0.006800294","3070.0","0.010791421","72.0"
"Louisiana","2021-05-14","464833","10478","0.006626606","3060.0","0.0043132305","45.0"
"Maine","2021-05-14","65348","799","0.029702306","1885.0","0.0062972307","5.0"
"Maryland","2021-05-14","455449","8908","0.0071269274","3223.0","0.00849092","75.0"
"Massachusetts","2021-05-14","700337","17742","0.0066001415","4592.0","0.0041884184","74.0"
"Michigan","2021-05-14","972945","19665","0.016133785","15448.0","0.02214253","426.0"
"Minnesota","2021-05-14","592843","7376","0.012074709","7073.0","0.009166837","67.0"
"Mississippi","2021-05-14","314710","7254","0.004930258","1544.0","0.0035971403","26.0"
"Missouri","2021-05-14","608351","9388","0.0048644543","2945.0","0.0063244104","59.0"
"Montana","2021-05-14","110662","1598","0.0073643923","809.0","0.0037688017","6.0"
"Nebraska","2021-05-14","222335","2378","0.0053447485","1182.0","-8.403659E-4","-2.0"
"Nevada","2021-05-14","320539","5530","0.0080477","2559.0","0.0058202744","32.0"
"New Hampshire","2021-05-14","97430","1329","0.011345625","1093.0","0.01372993","18.0"
"New Jersey","2021-05-14","1009844","25931","0.0029188395","2939.0","0.006286621","162.0"
"New Mexico","2021-05-14","200650","4115","0.0066070557","1317.0","0.003658533","15.0"
"New York","2021-05-14","2080000","52366","0.0071799755","14828.0","0.005549431","289.0"
"North Carolina","2021-05-14","989865","12885","0.008834124","8668.0","0.0063261986","81.0"
"North Dakota","2021-05-14","109003","1534","0.0058318377","632.0","0.0032701492","5.0"
"Northern Mariana Islands","2021-05-14","170","2","0.0059171915","1.0","0.0","0.0"
"Ohio","2021-05-14","1089357","19528","0.007248163","7839.0","0.0051472187","100.0"
"Oklahoma","2021-05-14","450847","6878","0.0026664734","1199.0","0.00673306","46.0"
"Oregon","2021-05-14","194542","2598","0.023560524","4478.0","0.023237467","59.0"
"Pennsylvania","2021-05-14","1187953","26780","0.0114456415","13443.0","0.008776903","233.0"
"Puerto Rico","2021-05-14","169814","2421","0.010899901","1831.0","0.028025508","66.0"
"Rhode Island","2021-05-14","150385","2700","0.0054018497","808.0","0.004838109","13.0"
"South Carolina","2021-05-14","586585","9627","0.0055059195","3212.0","0.0063767433","61.0"
"South Dakota","2021-05-14","123644","1991","0.0033351183","411.0","0.0055555105","11.0"
"Tennessee","2021-05-14","842266","12213","0.005130291","4299.0","0.004523754","55.0"
"Texas","2021-05-14","2922438","51068","0.0052815676","15354.0","0.0063056946","320.0"
"Utah","2021-05-14","402072","2256","0.0056200027","2247.0","0.014844775","33.0"
"Vermont","2021-05-14","23792","252","0.017056346","399.0","0.0120482445","3.0"
"Virgin Islands","2021-05-14","3267","27","0.03648472","115.0","0.0","0.0"
"Virginia","2021-05-14","669219","10991","0.005842209","3887.0","0.010759592","117.0"
"Washington","2021-05-14","423721","5663","0.02229786","9242.0","0.009627342","54.0"
"West Virginia","2021-05-14","157923","2756","0.014407754","2243.0","0.013607979","37.0"
"Wisconsin","2021-05-14","669018","7707","0.0054041147","3596.0","0.010754108","82.0"
"Wyoming","2021-05-14","59079","712","0.0077785254","456.0","0.0028169155","2.0"
"Alabama","2021-05-15","539829","11038","0.0171175","9085.0","0.0054655075","60.0"
"Alaska","2021-05-15","68897","336","0.008386493","573.0","0.0120482445","4.0"
"Arizona","2021-05-15","872496","17459","0.0047374964","4114.0","0.0029872656","52.0"
"Arkansas","2021-05-15","338687","5793","0.0037698746","1272.0","0.0057291985","33.0"
"California","2021-05-15","3768252","62647","0.0029284954","11003.0","0.006054282","377.0"
"Colorado","2021-05-15","533999","6583","0.017563462","9217.0","0.014173508","92.0"
"Connecticut","2021-05-15","344977","8173","0.0065914392","2259.0","0.0044242144","36.0"
"Delaware","2021-05-15","106873","1651","0.00873065","925.0","0.009168744","15.0"
"District of Columbia","2021-05-15","48530","1118","0.007598996","366.0","0.007207155","8.0"
"Florida","2021-05-15","2289514","36055","0.010124087","22947.0","0.009972215","356.0"
"Georgia","2021-05-15","1090477","19859","0.0052007437","5642.0","0.0064872503","128.0"
"Guam","2021-05-15","9059","140","0.0062201023","56.0","0.0","0.0"
"Hawaii","2021-05-15","34064","488","0.015623093","524.0","0.008264422","4.0"
"Idaho","2021-05-15","189982","2071","0.005956888","1125.0","0.0038778782","8.0"
"Illinois","2021-05-15","1368875","24770","0.008713007","11824.0","0.0091257095","224.0"
"Indiana","2021-05-15","738064","13471","0.008098245","5929.0","0.004923582","66.0"
"Iowa","2021-05-15","369230","6001","0.0045353174","1667.0","0.0028408766","17.0"
"Kansas","2021-05-15","313776","5079","0.003643155","1139.0","0.004151821","21.0"
"Kentucky","2021-05-15","454940","6821","0.0068073273","3076.0","0.020191431","135.0"
"Louisiana","2021-05-15","464833","10478","0.006626606","3060.0","0.0043132305","45.0"
"Maine","2021-05-15","65523","801","0.027811766","1773.0","0.00754714","6.0"
"Maryland","2021-05-15","455827","8925","0.0065027475","2945.0","0.009272814","82.0"
"Massachusetts","2021-05-15","701490","17747","0.0071065426","4950.0","0.004016757","71.0"
"Michigan","2021-05-15","974436","19775","0.014965653","14368.0","0.021277666","412.0"
"Minnesota","2021-05-15","593715","7379","0.011349916","6663.0","0.008473396","62.0"
"Mississippi","2021-05-15","314710","7254","0.004930258","1544.0","0.0035971403","26.0"
"Missouri","2021-05-15","608719","9392","0.004677415","2834.0","0.006429434","60.0"
"Montana","2021-05-15","110738","1598","0.006837249","752.0","0.0037688017","6.0"
"Nebraska","2021-05-15","222335","2378","0.0044635534","988.0","0.0","0.0"
"Nevada","2021-05-15","320539","5530","0.0080477","2559.0","0.0058202744","32.0"
"New Hampshire","2021-05-15","97563","1331","0.011005044","1062.0","0.012937546","17.0"
"New Jersey","2021-05-15","1010490","25952","0.0029129982","2935.0","0.0062425137","161.0"
"New Mexico","2021-05-15","200650","4115","0.0066070557","1317.0","0.003658533","15.0"
"New York","2021-05-15","2081761","52377","0.0065568686","13561.0","0.0049694777","259.0"
"North Carolina","2021-05-15","990114","12885","0.0089223385","8756.0","0.0064047575","82.0"
"North Dakota","2021-05-15","109087","1534","0.005697489","618.0","0.0032701492","5.0"
"Northern Mariana Islands","2021-05-15","172","2","0.017751455","3.0","0.0","0.0"
"Ohio","2021-05-15","1090276","19528","0.006890416","7461.0","0.0051472187","100.0"
"Oklahoma","2021-05-15","450847","6878","0.0026664734","1199.0","0.00673306","46.0"
"Oregon","2021-05-15","195179","2600","0.02292931","4375.0","0.022816658","58.0"
"Pennsylvania","2021-05-15","1189690","26803","0.0109062195","12835.0","0.008465648","225.0"
"Puerto Rico","2021-05-15","170041","2431","0.009127378","1538.0","0.027038455","64.0"
"Rhode Island","2021-05-15","150385","2700","0.0054018497","808.0","0.004838109","13.0"
"South Carolina","2021-05-15","588110","9638","0.0070445538","4114.0","0.0054246187","52.0"
"South Dakota","2021-05-15","123644","1991","0.0033351183","411.0","0.0055555105","11.0"
"Tennessee","2021-05-15","842329","12213","0.005137086","4305.0","0.004523754","55.0"
"Texas","2021-05-15","2923523","51105","0.005165577","15024.0","0.0062812567","319.0"
"Utah","2021-05-15","402392","2258","0.0055149794","2207.0","0.015744448","35.0"
"Vermont","2021-05-15","23847","252","0.017146468","402.0","0.0120482445","3.0"
"Virgin Islands","2021-05-15","3267","27","0.017757058","57.0","0.0","0.0"
"Virginia","2021-05-15","669918","11008","0.005715251","3807.0","0.011299968","123.0"
"Washington","2021-05-15","424499","5663","0.02074194","8626.0","0.009627342","54.0"
"West Virginia","2021-05-15","158230","2757","0.014288425","2229.0","0.01137197","31.0"
"Wisconsin","2021-05-15","669636","7712","0.0053960085","3594.0","0.00784111","60.0"
"Wyoming","2021-05-15","59079","712","0.0077785254","456.0","0.0028169155","2.0"
"Alabama","2021-05-16","540083","11038","0.017128468","9095.0","0.0054655075","60.0"
"Alaska","2021-05-16","68897","336","0.008386493","573.0","0.0120482445","4.0"
"Arizona","2021-05-16","872978","17466","0.004774213","4148.0","0.0032742023","57.0"
"Arkansas","2021-05-16","338782","5794","0.0037688017","1272.0","0.0057281256","33.0"
"California","2021-05-16","3769052","62681","0.0028600693","10749.0","0.0059541464","371.0"
"Colorado","2021-05-16","534685","6591","0.016070962","8457.0","0.014936924","97.0"
"Connecticut","2021-05-16","344977","8173","0.0065914392","2259.0","0.0044242144","36.0"
"Delaware","2021-05-16","107007","1651","0.008092523","859.0","0.009168744","15.0"
"District of Columbia","2021-05-16","48545","1120","0.0075757504","365.0","0.009009004","10.0"
"Florida","2021-05-16","2291996","36074","0.009779692","22198.0","0.009627819","344.0"
"Georgia","2021-05-16","1090990","19860","0.00510478","5541.0","0.006588936","130.0"
"Guam","2021-05-16","9060","140","0.006107688","55.0","0.0","0.0"
"Hawaii","2021-05-16","34180","489","0.016868472","567.0","0.0082473755","4.0"
"Idaho","2021-05-16","189982","2071","0.005956888","1125.0","0.0038778782","8.0"
"Illinois","2021-05-16","1370094","24795","0.008374095","11378.0","0.008870125","218.0"
"Indiana","2021-05-16","738790","13480","0.00784409","5750.0","0.0046206713","62.0"
"Iowa","2021-05-16","369368","6006","0.0044953823","1653.0","0.0035088062","21.0"
"Kansas","2021-05-16","313776","5079","0.003643155","1139.0","0.004151821","21.0"
"Kentucky","2021-05-16","455177","6829","0.0068973303","3118.0","0.020929933","140.0"
"Louisiana","2021-05-16","464833","10478","0.006626606","3060.0","0.0043132305","45.0"
"Maine","2021-05-16","65715","802","0.026893139","1721.0","0.008805037","7.0"
"Maryland","2021-05-16","456196","8929","0.00635314","2880.0","0.008812547","78.0"
"Massachusetts","2021-05-16","702039","17753","0.0066547394","4641.0","0.0040153265","71.0"
"Michigan","2021-05-16","974436","19775","0.014965653","14368.0","0.021277666","412.0"
"Minnesota","2021-05-16","594520","7389","0.011337876","6665.0","0.008874893","65.0"
"Mississippi","2021-05-16","314710","7254","0.004930258","1544.0","0.0035971403","26.0"
"Missouri","2021-05-16","608962","9392","0.0045894384","2782.0","0.006213784","58.0"
"Montana","2021-05-16","110779","1598","0.0068895817","758.0","0.0037688017","6.0"
"Nebraska","2021-05-16","222335","2378","0.0040689707","901.0","4.2068958E-4","1.0"
"Nevada","2021-05-16","320539","5530","0.0080477","2559.0","0.0058202744","32.0"
"New Hampshire","2021-05-16","97676","1332","0.010887623","1052.0","0.012927771","17.0"
"New Jersey","2021-05-16","1010759","25961","0.0028425455","2865.0","0.0062012672","160.0"
"New Mexico","2021-05-16","200650","4115","0.0066070557","1317.0","0.003658533","15.0"
"New York","2021-05-16","2083649","52417","0.0063005686","13046.0","0.0050234795","262.0"
"North Carolina","2021-05-16","990114","12885","0.0089223385","8756.0","0.0064047575","82.0"
"North Dakota","2021-05-16","109134","1534","0.0057320595","622.0","0.0032701492","5.0"
"Northern Mariana Islands","2021-05-16","172","2","0.017751455","3.0","0.0","0.0"
"Ohio","2021-05-16","1090894","19528","0.006722927","7285.0","0.0051472187","100.0"
"Oklahoma","2021-05-16","450847","6878","0.0026664734","1199.0","0.00673306","46.0"
"Oregon","2021-05-16","195684","2602","0.022355795","4279.0","0.023200989","59.0"
"Pennsylvania","2021-05-16","1190577","26869","0.010704875","12610.0","0.01053071","280.0"
"Puerto Rico","2021-05-16","170270","2435","0.008194923","1384.0","0.02655983","63.0"
"Rhode Island","2021-05-16","150385","2700","0.0054018497","808.0","0.004838109","13.0"
"South Carolina","2021-05-16","588593","9653","0.0069732666","4076.0","0.006359458","61.0"
"South Dakota","2021-05-16","123644","1991","0.0033351183","411.0","0.0055555105","11.0"
"Tennessee","2021-05-16","842366","12213","0.0051368475","4305.0","0.004523754","55.0"
"Texas","2021-05-16","2924188","51105","0.0049619675","14438.0","0.0059444904","302.0"
"Utah","2021-05-16","402634","2258","0.0055366755","2217.0","0.015287757","34.0"
"Vermont","2021-05-16","23883","252","0.016903639","397.0","0.0120482445","3.0"
"Virgin Islands","2021-05-16","3267","27","0.017757058","57.0","0.0","0.0"
"Virginia","2021-05-16","670192","11018","0.005313158","3542.0","0.011289597","123.0"
"Washington","2021-05-16","424581","5663","0.020769715","8639.0","0.009627342","54.0"
"West Virginia","2021-05-16","158468","2761","0.013183594","2062.0","0.012839317","35.0"
"Wisconsin","2021-05-16","669636","7712","0.0048846006","3255.0","0.00784111","60.0"
"Wyoming","2021-05-16","59079","712","0.0077785254","456.0","0.0028169155","2.0"
"Alabama","2021-05-17","540267","11038","0.017271876","9173.0","0.0054655075","60.0"
"Alaska","2021-05-17","69032","347","0.0068991184","473.0","0.04518068","15.0"
"Arizona","2021-05-17","873446","17466","0.0045706034","3974.0","0.0032742023","57.0"
"Arkansas","2021-05-17","338849","5796","0.0037412643","1263.0","0.005551696","32.0"
"California","2021-05-17","3770344","62701","0.0026481152","9958.0","0.0059199333","369.0"
"Colorado","2021-05-17","535375","6592","0.015533447","8189.0","0.015090823","98.0"
"Connecticut","2021-05-17","345639","8194","0.00609529","2094.0","0.0049055815","40.0"
"Delaware","2021-05-17","107089","1651","0.007877469","837.0","0.0060938597","10.0"
"District of Columbia","2021-05-17","48590","1122","0.008195877","395.0","0.010810852","12.0"
"Florida","2021-05-17","2293972","36132","0.009629011","21878.0","0.00978148","350.0"
"Georgia","2021-05-17","1091492","19860","0.005152464","5595.0","0.0065379143","129.0"
"Guam","2021-05-17","9072","140","0.006657839","60.0","0.0","0.0"
"Hawaii","2021-05-17","34247","489","0.01728797","582.0","0.0082473755","4.0"
"Idaho","2021-05-17","190354","2071","0.0061047077","1155.0","0.0038778782","8.0"
"Illinois","2021-05-17","1371126","24801","0.00799787","10879.0","0.008580685","211.0"
"Indiana","2021-05-17","739327","13486","0.007764101","5696.0","0.004992962","67.0"
"Iowa","2021-05-17","369489","6006","0.0042945147","1580.0","0.0035088062","21.0"
"Kansas","2021-05-17","314136","5080","0.0036774874","1151.0","0.0041509867","21.0"
"Kentucky","2021-05-17","455442","6832","0.0069823265","3158.0","0.019853711","133.0"
"Louisiana","2021-05-17","465946","10489","0.006649852","3078.0","0.004886031","51.0"
"Maine","2021-05-17","65914","803","0.026569843","1706.0","0.010062933","8.0"
"Maryland","2021-05-17","456408","8932","0.0062081814","2816.0","0.008012652","71.0"
"Massachusetts","2021-05-17","702338","17772","0.0063995123","4466.0","0.004181266","74.0"
"Michigan","2021-05-17","977002","19799","0.014480948","13946.0","0.020672202","401.0"
"Minnesota","2021-05-17","595109","7389","0.010294676","6064.0","0.008874893","65.0"
"Mississippi","2021-05-17","315026","7257","0.0043070316","1351.0","0.003179431","23.0"
"Missouri","2021-05-17","609296","9393","0.0045884848","2783.0","0.005997658","56.0"
"Montana","2021-05-17","110825","1598","0.0070331097","774.0","0.0037688017","6.0"
"Nebraska","2021-05-17","222512","2364","0.004568815","1012.0","-0.00421232","-10.0"
"Nevada","2021-05-17","321081","5533","0.0072181225","2301.0","0.0049037933","27.0"
"New Hampshire","2021-05-17","97774","1333","0.010051608","973.0","0.013688207","18.0"
"New Jersey","2021-05-17","1011107","25974","0.0030366182","3061.0","0.006393075","165.0"
"New Mexico","2021-05-17","201186","4118","0.0064281225","1285.0","0.0024342537","10.0"
"New York","2021-05-17","2085028","52449","0.006159425","12764.0","0.004924178","257.0"
"North Carolina","2021-05-17","992520","12915","0.007995725","7873.0","0.007881999","101.0"
"North Dakota","2021-05-17","109165","1534","0.005609989","609.0","0.0032701492","5.0"
"Northern Mariana Islands","2021-05-17","172","2","0.011764765","2.0","0.0","0.0"
"Ohio","2021-05-17","1091623","19528","0.0067332983","7301.0","0.0051472187","100.0"
"Oklahoma","2021-05-17","451278","6878","0.0021384954","963.0","0.00673306","46.0"
"Oregon","2021-05-17","196004","2616","0.021721601","4167.0","0.026284814","67.0"
"Pennsylvania","2021-05-17","1191979","26890","0.010453105","12331.0","0.01101625","293.0"
"Puerto Rico","2021-05-17","170578","2438","0.00839448","1420.0","0.026958704","64.0"
"Rhode Island","2021-05-17","150648","2701","0.004668236","700.0","0.0040892363","11.0"
"South Carolina","2021-05-17","588939","9654","0.006850362","4007.0","0.0060441494","58.0"
"South Dakota","2021-05-17","123686","1993","0.0030492544","376.0","0.006057501","12.0"
"Tennessee","2021-05-17","843588","12228","0.0049425364","4149.0","0.0041058064","50.0"
"Texas","2021-05-17","2926306","51139","0.0047699213","13892.0","0.006118655","311.0"
"Utah","2021-05-17","402798","2259","0.005426526","2174.0","0.015280843","34.0"
"Vermont","2021-05-17","23912","252","0.015759706","371.0","0.0120482445","3.0"
"Virgin Islands","2021-05-17","3267","27","0.010516524","34.0","0.0","0.0"
"Virginia","2021-05-17","670465","11029","0.0052160025","3479.0","0.011649251","127.0"
"Washington","2021-05-17","425382","5682","0.01844728","7705.0","0.009236217","52.0"
"West Virginia","2021-05-17","158643","2762","0.012935996","2026.0","0.012092352","33.0"
"Wisconsin","2021-05-17","670017","7712","0.005106449","3404.0","0.00784111","60.0"
"Wyoming","2021-05-17","59222","712","0.0077939034","458.0","0.0028169155","2.0"
"Alabama","2021-05-18","540603","11043","0.017310739","9199.0","0.0052798986","58.0"
"Alaska","2021-05-18","69088","351","0.00686419","471.0","0.050898194","17.0"
"Arizona","2021-05-18","874065","17480","0.004493475","3910.0","0.0029836893","52.0"
"Arkansas","2021-05-18","339162","5805","0.0039755106","1343.0","0.0060658455","35.0"
"California","2021-05-18","3771421","62723","0.0025104284","9444.0","0.00577271","360.0"
"Colorado","2021-05-18","536087","6600","0.01453805","7682.0","0.014136434","92.0"
"Connecticut","2021-05-18","345720","8198","0.0051344633","1766.0","0.005149603","42.0"
"Delaware","2021-05-18","107175","1651","0.00784266","834.0","0.0042579174","7.0"
"District of Columbia","2021-05-18","48616","1122","0.006917715","334.0","0.0080862045","9.0"
"Florida","2021-05-18","2296777","36226","0.009413958","21420.0","0.011052132","396.0"
"Georgia","2021-05-18","1092264","19886","0.0049915314","5425.0","0.006733179","133.0"
"Guam","2021-05-18","9078","140","0.0072118044","65.0","0.0","0.0"
"Hawaii","2021-05-18","34300","489","0.01710999","577.0","0.0082473755","4.0"
"Idaho","2021-05-18","190547","2075","0.0059125423","1120.0","0.007281542","15.0"
"Illinois","2021-05-18","1372597","24830","0.007946968","10822.0","0.008652568","213.0"
"Indiana","2021-05-18","739811","13507","0.007510543","5515.0","0.005433917","73.0"
"Iowa","2021-05-18","369690","6013","0.0040739775","1500.0","0.0040073395","24.0"
"Kansas","2021-05-18","314146","5079","0.0037062168","1160.0","0.0039533377","20.0"
"Kentucky","2021-05-18","455997","6839","0.0068336725","3095.0","0.018162847","122.0"
"Louisiana","2021-05-18","466440","10500","0.0063061714","2923.0","0.0046885014","49.0"
"Maine","2021-05-18","66113","805","0.025866628","1667.0","0.010037661","8.0"
"Maryland","2021-05-18","456619","8945","0.005786419","2627.0","0.008455515","75.0"
"Massachusetts","2021-05-18","702776","17779","0.0062268972","4349.0","0.0045768023","81.0"
"Michigan","2021-05-18","978537","19886","0.0132677555","12813.0","0.019794822","386.0"
"Minnesota","2021-05-18","595625","7403","0.010184526","6005.0","0.009545922","70.0"
"Mississippi","2021-05-18","315634","7268","0.005389571","1692.0","0.0038673878","28.0"
"Missouri","2021-05-18","609741","9504","0.0046447515","2819.0","0.015818715","148.0"
"Montana","2021-05-18","110965","1602","0.0068688393","757.0","0.005649686","9.0"
"Nebraska","2021-05-18","222612","2364","0.003158927","701.0","-0.0037926435","-9.0"
"Nevada","2021-05-18","321368","5540","0.0066343546","2118.0","0.0056271553","31.0"
"New Hampshire","2021-05-18","97904","1339","0.010017276","971.0","0.015933275","21.0"
"New Jersey","2021-05-18","1011752","25998","0.0031181574","3145.0","0.006114602","158.0"
"New Mexico","2021-05-18","201336","4120","0.006493807","1299.0","0.0024330616","10.0"
"New York","2021-05-18","2086577","52480","0.006203413","12864.0","0.0047096014","246.0"
"North Carolina","2021-05-18","993211","12934","0.0076568127","7547.0","0.008420348","108.0"
"North Dakota","2021-05-18","109265","1534","0.005364299","583.0","0.0013054609","2.0"
"Northern Mariana Islands","2021-05-18","174","2","0.02352941","4.0","0.0","0.0"
"Ohio","2021-05-18","1092616","19628","0.00633955","6883.0","0.009618878","187.0"
"Oklahoma","2021-05-18","451349","6878","0.0021070242","949.0","0.00673306","46.0"
"Oregon","2021-05-18","196405","2618","0.020731091","3989.0","0.023055911","59.0"
"Pennsylvania","2021-05-18","1193608","26927","0.00993681","11744.0","0.010393977","277.0"
"Puerto Rico","2021-05-18","170675","2445","0.007877588","1334.0","0.025587201","61.0"
"Rhode Island","2021-05-18","150737","2703","0.004263878","640.0","0.0033407211","9.0"
"South Carolina","2021-05-18","589098","9656","0.006628275","3879.0","0.0062526464","60.0"
"South Dakota","2021-05-18","123784","1994","0.002827406","349.0","0.006562352","13.0"
"Tennessee","2021-05-18","844110","12240","0.0048342943","4061.0","0.003772378","46.0"
"Texas","2021-05-18","2929734","51180","0.004940748","14404.0","0.0058369637","297.0"
"Utah","2021-05-18","403058","2271","0.0055083036","2208.0","0.015652895","35.0"
"Vermont","2021-05-18","23945","254","0.0143607855","339.0","0.011952162","3.0"
"Virgin Islands","2021-05-18","3288","27","0.01701212","55.0","0.0","0.0"
"Virginia","2021-05-18","670854","11042","0.0048952103","3268.0","0.011264801","123.0"
"Washington","2021-05-18","426058","5700","0.0171386","7179.0","0.011176109","63.0"
"West Virginia","2021-05-18","158888","2763","0.012831926","2013.0","0.010607123","29.0"
"Wisconsin","2021-05-18","670575","7726","0.0050780773","3388.0","0.007826805","60.0"
"Wyoming","2021-05-18","59320","713","0.008243442","485.0","0.0014045238","1.0"
"Alabama","2021-05-19","540891","11045","0.017188549","9140.0","0.004364848","48.0"
"Alaska","2021-05-19","69186","352","0.007000923","481.0","0.047619104","16.0"
"Arizona","2021-05-19","874605","17497","0.00457263","3981.0","0.0038439035","67.0"
"Arkansas","2021-05-19","339406","5805","0.004032016","1363.0","0.0048468113","28.0"
"California","2021-05-19","3773011","62760","0.0025058985","9431.0","0.0046744347","292.0"
"Colorado","2021-05-19","536892","6611","0.013707638","7260.0","0.012559295","82.0"
"Connecticut","2021-05-19","345948","8204","0.0052508116","1807.0","0.0052689314","43.0"
"Delaware","2021-05-19","107928","1652","0.013836861","1473.0","0.004866123","8.0"
"District of Columbia","2021-05-19","48634","1124","0.006165147","298.0","0.00807178","9.0"
"Florida","2021-05-19","2299588","36270","0.009237051","21047.0","0.01084137","389.0"
"Georgia","2021-05-19","1092959","19921","0.0047887564","5209.0","0.006365299","126.0"
"Guam","2021-05-19","9087","140","0.006312251","57.0","0.0","0.0"
"Hawaii","2021-05-19","34396","489","0.018778563","634.0","0.0061728954","3.0"
"Idaho","2021-05-19","190784","2076","0.0059423447","1127.0","0.004840255","10.0"
"Illinois","2021-05-19","1374215","24864","0.007811904","10652.0","0.0090909","224.0"
"Indiana","2021-05-19","740613","13518","0.00744617","5474.0","0.0054295063","73.0"
"Iowa","2021-05-19","369987","6018","0.003852725","1420.0","0.0040040016","24.0"
"Kansas","2021-05-19","314639","5089","0.004004717","1255.0","0.0035495758","18.0"
"Kentucky","2021-05-19","456510","6846","0.0065817833","2985.0","0.017538667","118.0"
"Louisiana","2021-05-19","467055","10509","0.006590605","3058.0","0.0043964386","46.0"
"Maine","2021-05-19","66315","807","0.024201512","1567.0","0.0112781525","9.0"
"Maryland","2021-05-19","456956","8957","0.005485654","2493.0","0.008784771","78.0"
"Massachusetts","2021-05-19","703292","17794","0.0058710575","4105.0","0.004629612","82.0"
"Michigan","2021-05-19","980490","19915","0.012400866","12010.0","0.020497084","400.0"
"Minnesota","2021-05-19","596279","7418","0.009737015","5750.0","0.009526372","70.0"
"Mississippi","2021-05-19","315891","7269","0.0055515766","1744.0","0.003451109","25.0"
"Missouri","2021-05-19","610209","9550","0.0048413277","2940.0","0.019536614","183.0"
"Montana","2021-05-19","111095","1602","0.0062861443","694.0","0.00438869","7.0"
"Nebraska","2021-05-19","222676","2367","0.0026476383","588.0","-0.00754714","-18.0"
"Nevada","2021-05-19","321716","5545","0.0062618256","2002.0","0.0054397583","30.0"
"New Hampshire","2021-05-19","97978","1340","0.009114981","885.0","0.013615727","18.0"
"New Jersey","2021-05-19","1012196","26018","0.0030750036","3103.0","0.005604267","145.0"
